Date,Type,Dead,Injured,Location,Details,Perpetrator,Part of
26,"Shooting, Assassination",1,0,"&lt;img alt=""Burundi"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Flag_of_Burundi.svg/23px-Flag_of_Burundi.svg.png"" width=""23"" height=""14"" class=""thumbborder"" data-file-width=""500"" data-file-height=""300""&gt; Bujumbura, Burundi",An army major was shot dead by another Burundian soldier in eastern Burundi.[160],Lone wolf,Burundian unrest (2015–present)
27,Attacks,9 or 66 (+70),Unknown,"&lt;img alt=""Somalia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Kulbiyow, Somalia","Battle of Kulbiyow: Al-Shabaab militants attacked a remote AMISOM base in southern Somalia, claiming to have killed 66 Kenyan troops. An official of the Kenyan army said that only nine soldiers and 70 insurgents died in the attack.[161]",Al-Shabaab,Somali Civil War
27,Shooting,7,3,"&lt;img alt=""Syria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Aleppo, Syria",Terrorists shoot dead at least seven people and another three were injured.[162],Democratic Union Party,Syrian Civil War
27,Car bombing,1,0,"&lt;img alt=""Syria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Raqqa, Syria",An American volunteer was killed by an Islamic State car bomb.[163],Islamic State,Syrian Civil War
28,Attack,4,Unknown,"&lt;img alt=""Yemen"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/23px-Flag_of_Yemen.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Abyan, Yemen",Four people were killed by Al-Qaeda.[164],Al-Qaeda in the Arabian Peninsula,Yemeni Civil War
28,Bombing,1,4,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Baghdad, Iraq",A bomb kills one and another four were injured.[165],Islamic State,Iraqi Civil War
28,Suicide bombing,2 (+1),2,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Fallujah, Iraq",A suicide bombing kills at least two police officers and another two were injured.[166],Islamic State,Iraqi Civil War
29,Shooting,7,Unknown,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Borno State, Nigeria","Boko Haram attacked a convoy of motorists along a recently secured highway, killing at least seven people and injuring many others.[167]",Boko Haram,Boko Haram insurgency
29,Shooting,1,0,"&lt;img alt=""Bahrain"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Bahrain.svg/23px-Flag_of_Bahrain.svg.png"" width=""23"" height=""14"" class=""thumbborder"" data-file-width=""1500"" data-file-height=""900""&gt; Manama, Bahrain",A police officer in Bahrain was shot dead in an attack claimed by a Shi'ite militant group.[168],Islamists,
29,Stabbing,1,0,"&lt;img alt=""Bangladesh"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Flag_of_Bangladesh.svg/23px-Flag_of_Bangladesh.svg.png"" width=""23"" height=""14"" class=""thumbborder"" data-file-width=""500"" data-file-height=""300""&gt; Dhaka, Bangladesh",A 72-year-old woman was killed by Islamists.[169],Lone wolf,Terrorism in Bangladesh
29,"Shooting, raid",4 (+20),7,"&lt;img alt=""Egypt"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Sinai Peninsula, Egypt",At least four troops and two dozens militants were killed in Egypt’s Sinai Peninsula. Army forces killed 20 militants during a raid in northern and central Sinai. It was reported that seven militants were injured and 36 others detained.[170],Islamic State,Sinai Insurgency
29,Bombing,2,3,"&lt;img alt=""Philippines"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_the_Philippines.svg/23px-Flag_of_the_Philippines.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""900"" data-file-height=""450""&gt; Al-Barka, Philippines",Two children were killed and three others were injured when a bomb went off in Al-Barka.[171],Abu Sayyaf,Moro Conflict
29,Shooting,0 (+3),0,"&lt;img alt=""Russia"" src=""//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Khasavyurt, Russia","At least three suspected militants are killed by Russian security forces during a firefight in Khasavyurt, Dagestan.[172]",Islamic State (suspected),Insurgency in the North Caucasus
29,"Executions, kidnapping",3,0,"&lt;img alt=""Somalia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Qandala, Somalia",Three soldiers were killed and nine civilians were injured in an Islamic State attack.[164],Islamic State,War in Somalia
29,Shooting,6,17,"&lt;img alt=""Canada"" src=""//upload.wikimedia.org/wikipedia/en/thumb/c/cf/Flag_of_Canada.svg/23px-Flag_of_Canada.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""1000"" data-file-height=""500""&gt; Quebec City, Canada","Quebec City mosque shooting: At least six people were killed and 17 others injured when a gunman opened fire at a mosque. Prime Minister Justin Trudeau and Premier Philippe Couillard called the shooting a terrorist attack,[173][174] but the suspect was not charged with terrorism.[175]",Alexandre Bissonnette (suspected),Terrorism in Canada
30,Bombing,1,4,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Baghdad, Iraq",An explosion killed one person and wounded four near a market in southern Baghdad.[176],Islamic State (suspected),Iraqi Civil War
30,Shooting,0,2,"&lt;img alt=""Mali"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Mali.svg/23px-Flag_of_Mali.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Madougou, Mali",Two civilians were injured in a terrorist attack.[177],Ansar Dine (suspected),Insurgency in the Maghreb
30,Attack,15,Unknown,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Madagali, Nigeria",Fifteen people were killed by Boko Haram militants.[178],Boko Haram,Boko Haram insurgency
30,Shooting,2,Unknown,"&lt;img alt=""Philippines"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_the_Philippines.svg/23px-Flag_of_the_Philippines.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""900"" data-file-height=""450""&gt; Isabela, Philippines",Two soldiers were killed while several others were injured in an ambush allegedly perpetrated by members of the New People's Army (NPA).[179],New People's Army,CPP–NPA–NDF rebellion
30,Attack,1,3,"&lt;img alt=""Cameroon"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Flag_of_Cameroon.svg/23px-Flag_of_Cameroon.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Fotokol, Cameroon",A man was killed and three others injured in Cameroon following an attack by Boko Haram.[180],Boko Haram,Boko Haram insurgency
30,Bombing,3,0,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Mosul, Iraq",An explosion left at least three children dead.[181],Islamic State (suspected),Iraqi Civil War
30,Bombing,0,7,"&lt;img alt=""Somalia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Mahaday, Somalia",Four civilians and three soldiers were injured in a bomb attack.[182],Al-Shabaab,Somali Civil War
30,Shooting,2 (+3),0,"&lt;img alt=""Russia"" src=""//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Shalinsky District, Russia","At least two police officers and three suspected militants were killed during a gunfight in Shali, Chechnya.[183]",,Insurgency in the North Caucasus
31,Shooting,3,Unknown,"&lt;img alt=""South Sudan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Flag_of_South_Sudan.svg/23px-Flag_of_South_Sudan.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""1000"" data-file-height=""500""&gt; Juba and Nimule, South Sudan",At least three people were reported killed and several others wounded when unknown gunmen opened fire on a car carrying passengers along the Juba-Nimule road.[184],Nuer White Army (suspected),South Sudanese Civil War
31,Shooting,1,2,"&lt;img alt=""Colombia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/23px-Flag_of_Colombia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Norte de Santander, Colombia",At least one soldier was shot dead and two others were wounded in an ambush.[185],National Liberation Army,Colombian Conflict
31,Bombing,0,7,"&lt;img alt=""Yemen"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/23px-Flag_of_Yemen.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Aden, Yemen",Islamic State attempted to assassinate the Deputy Security Chief of Aden. They detonated a bomb. Seven people were injured.[182],Islamic State,Yemeni Civil War
31,Suicide bombing,1 (+1),Unknown,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Maiduguri, Nigeria","A suicide bomber stormed the Dalori quarters mosque, during the morning prayers, killing one of their members.[186]",Boko Haram,Boko Haram insurgency
31,Shooting,1,0,"&lt;img alt=""United States"" src=""//upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/23px-Flag_of_the_United_States.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""1235"" data-file-height=""650""&gt; Denver, United States",A Denver transit officer was killed by a mentally ill Army Veteran who had recently converted to Islam.[187],Lone wolf,Terrorism in the United States
31,Attempted attack,0 (+4),0 (+1),"&lt;img alt=""Azerbaijan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Flag_of_Azerbaijan.svg/23px-Flag_of_Azerbaijan.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""1200"" data-file-height=""600""&gt; Azerbaijan",Four alleged extremists belonging to an unspecified religious extremist group were killed in a shootout with the country's security forces.[188],Unknown,Terrorism in Azerbaijan
31,Bombing,0,8,"&lt;img alt=""Pakistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Peshawar, Pakistan",A roadside blast targeting a vehicle of the security forces left at-least eight people injured including three security personnel and five passengers of a public transport.[189],Lashkar-e-Jhangvi,
